year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,85329.7814463,63144.0382703
2018,85329.7814463,63144.0382703
2019,85329.7814463,63144.0382703
2020,85329.7814463,63144.0382703
2021,85329.7814463,63144.0382703
2022,85329.7814463,63144.0382703
2023,85329.7814463,63144.0382703
2024,85329.7814463,63144.0382703
2025,85329.7814463,63144.0382703
2026,85329.7814463,63144.0382703
2027,85329.7814463,63144.0382703
2028,85329.7814463,63144.0382703
2029,85329.7814463,63144.0382703
2030,85329.7814463,63144.0382703
2031,85329.7814463,63144.0382703
