year,Base case diesel consumed,Modeled residential ashp
2017,47258.4236189,20707.5493149
2018,48649.6962081,22098.821904
2019,48649.6962081,22098.821904
2020,48649.6962081,22098.821904
2021,48649.6962081,22098.821904
2022,48649.6962081,22098.821904
2023,48649.6962081,22098.821904
2024,50040.9687972,23490.0944931
2025,50040.9687972,23490.0944931
2026,50040.9687972,23490.0944931
2027,50040.9687972,23490.0944931
2028,50040.9687972,23490.0944931
2029,51432.2413863,24881.3670822
2030,51432.2413863,24881.3670822
2031,51432.2413863,24881.3670822
