year,Base case cost,Modeled non-residential energy efficiency
2017,179071.055283,281014.005819
2018,215003.127663,314259.462333
2019,266620.577385,361996.244693
2020,291428.59012,385013.180184
2021,308349.974089,400641.008366
2022,321563.338177,412859.32954
2023,330215.384568,420814.845892
2024,338102.013333,428203.9532
2025,346754.059724,436159.469552
2026,357495.410557,446104.786054
2027,367000.754762,454913.60022
2028,374034.085713,461449.409714
2029,384775.436546,471394.726217
2030,390955.469682,477077.237896
2031,401696.820515,487022.554398
