year,Base case cost,Modeled residential energy efficiency
2017,409366.430813,405012.197103
2018,435340.803463,429393.064018
2019,469593.896883,461602.380658
2020,482518.423164,473322.37717
2021,499376.959937,489262.639478
2022,514958.345178,504027.522497
2023,519682.196669,508082.480805
2024,532384.770883,520171.424311
2025,537189.749364,524325.693176
2026,551737.364042,538185.308765
2027,565646.402954,551460.979257
2028,569785.763339,555021.401091
2029,583924.662056,568543.469246
2030,605741.736855,589843.818631
2031,612689.221432,596098.118603
2032,628196.838828,610966.224003
2033,643893.752534,626031.057085
2034,660688.961618,642155.379856
2035,674932.948646,655873.756335
2036,692120.271516,672404.201
