year,Base case cost,Modeled water and wastewater efficiency
2017,31985.1448856,13543.8574115
2018,33726.517389,14038.8851355
2019,36131.0150132,14733.2455293
2020,37332.4597306,15065.5689291
2021,38158.9702682,15292.1498003
2022,38818.6102749,15461.2209395
2023,39273.1144376,15568.3179619
2024,39659.4300117,15655.5001159
2025,40117.5829527,15766.4546818
2026,40663.7343418,15909.9144957
2027,41133.7704057,16029.0745944
2028,41537.1437154,16129.0704772
2029,42054.6778862,16275.6266447
2030,42432.3666457,16379.4296017
2031,43069.5190372,16560.0563139
