year,Base case cost,Modeled biomass for heat (cordwood)
2017,328207.162113,353973.882166
2018,351191.620665,374455.795948
2019,382319.009065,402227.71661
2020,395426.759978,413538.020989
2021,408671.83853,425510.142469
2022,420531.636778,436276.841845
2023,425278.177386,440196.074865
2024,434164.565482,448348.547901
2025,438971.776243,452342.841476
2026,449620.754491,462099.733774
2027,459587.792891,471267.578745
2028,463690.493651,474663.819684
2029,473824.032355,484011.252955
2030,487635.028547,497214.682581
2031,494419.429764,503053.236029
2032,505714.848012,513494.940824
2033,517149.546564,524081.807081
2034,529575.264964,535579.324494
2035,539547.444277,544887.247558
2036,552237.542677,556660.230932
