year,Base case cost,Modeled non-residential energy efficiency
2017,305149.252216,311382.045204
2018,319958.206176,323454.722553
2019,340690.74172,340818.901807
2020,350760.830413,348729.445998
2021,357276.770155,353504.856602
2022,362607.993581,357250.923945
2023,366162.142531,359440.498711
2024,369123.933323,361126.216509
2025,372678.082273,363360.725748
2026,376824.589382,366143.506093
2027,380378.738332,368420.868179
2028,383340.529124,370192.315793
2029,386894.678075,372510.545543
2030,389264.110708,373795.312376
2031,394002.975976,377205.697789
