year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,33045.6125558,23345.3932913
2018,33045.6125558,23345.3932913
2019,33045.6125558,23345.3932913
2020,33045.6125558,23345.3932913
2021,33045.6125558,23345.3932913
2022,33045.6125558,23345.3932913
2023,33045.6125558,23345.3932913
2024,33045.6125558,23345.3932913
2025,33045.6125558,23345.3932913
2026,33045.6125558,23345.3932913
2027,33045.6125558,23345.3932913
2028,33045.6125558,23345.3932913
2029,33045.6125558,23345.3932913
2030,33045.6125558,23345.3932913
2031,33045.6125558,23345.3932913
