year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,676516
2004,,0,0,0,0,0,707423
2005,,0,0,0,0,0,705286
2006,,0,0,0,0,0,682515
2007,,0,0,0,0,0,676151
2008,,0,0,0,0,0,703073
2009,,0,0,0,0,0,753804
2010,,0,0,0,0,0,757710
2011,,0,0,0,0,0,787484
2012,,0,0,0,0,0,845826
2013,,0,0,0,0,0,742886
2014,start of forecast,0,0,0,0,0,750000
2015,,0,0,0,0,0,754000
2016,,0,0,0,0,0,759000
2017,,0,0,0,0,0,764000
2018,,0,0,0,0,0,770000
2019,,0,0,0,0,0,774000
2020,,0,0,0,0,0,779000
2021,,0,0,0,0,0,785000
2022,,0,0,0,0,0,789000
2023,,0,0,0,0,0,793000
2024,,0,0,0,0,0,796000
2025,,0,0,0,0,0,800000
2026,,0,0,0,0,0,805000
2027,,0,0,0,0,0,809000
2028,,0,0,0,0,0,814000
2029,,0,0,0,0,0,821000
2030,,0,0,0,0,0,828000
2031,,0,0,0,0,0,834000
2032,,0,0,0,0,0,839000
2033,,0,0,0,0,0,845000
2034,,0,0,0,0,0,849000
2035,,0,0,0,0,0,860000
2036,,0,0,0,0,0,864000
2037,,0,0,0,0,0,869000
2038,,0,0,0,0,0,876000
2039,,0,0,0,0,0,879000
2040,,0,0,0,0,0,887000
