year,Base case diesel consumed,Modeled diesel efficiency
2019,57866.0903089,52605.5366444
2020,58239.9022618,52945.3656925
2021,58688.4766053,53353.1605502
2022,58987.5261676,53625.0237887
2023,59286.5757299,53896.8870272
2024,59510.8629016,54100.784456
2025,59809.912464,54372.6476945
2026,60183.7244169,54712.4767426
2027,60482.7739792,54984.3399811
2028,60856.5859321,55324.1690292
2029,61379.9226661,55799.9296965
2030,61903.2594002,56275.6903638
2031,62351.8337437,56683.4852215
2032,62725.6456966,57023.3142696
2033,63174.2200401,57431.1091273
2034,63473.2696024,57702.9723658
2035,64295.6558988,58450.5962716
2036,64594.7054611,58722.4595101
2037,64968.517414,59062.2885582
2038,65491.854148,59538.0492255
