year,Base case diesel consumed,Modeled residential ashp
2017,224924.554995,16473.807362
2018,228946.818995,20496.071362
2019,234309.837662,25859.0900287
2020,238332.101662,29881.3540286
2021,242354.365662,33903.6180286
2022,247717.384328,39266.6366953
2023,251739.648328,43288.9006953
2024,255761.912328,47311.1646953
2025,259784.176328,51333.4286953
2026,263806.440328,55355.6926953
2027,267828.704328,59377.9566953
2028,271850.968328,63400.2206952
2029,275873.232328,67422.4846952
2030,279895.496328,71444.7486952
2031,283917.760328,75467.0126952
