year,Base case diesel consumed,Modeled non-residential ashp
2017,224924.554995,173524.880182
2018,228946.818995,177547.144182
2019,234309.837662,182910.162849
2020,238332.101662,186932.426849
2021,242354.365662,190954.690849
2022,247717.384328,196317.709515
2023,251739.648328,200339.973515
2024,255761.912328,204362.237515
2025,259784.176328,208384.501515
2026,263806.440328,212406.765515
2027,267828.704328,216429.029515
2028,271850.968328,220451.293515
2029,275873.232328,224473.557515
2030,279895.496328,228495.821515
2031,283917.760328,232518.085515
