year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,56724.01,801759.74,1010182.07,97207.75,567039.15,528483.81
2018,61563.61,848019.44,1085535.05,103759.33,588361.16,556792.29
2019,67691.99,909699.05,1189136.93,111754.86,616790.5,595488.08
2020,71506.85,938825.54,1247099.14,117134.03,630215.47,617485.76
2021,74678.22,959385.41,1295098.56,121747.49,639691.92,635943.05
2022,77324.58,973091.99,1342123.52,125743.67,646009.55,654574.12
2023,79826.69,985085.24,1380247.12,129549.59,651537.48,669517.44
2024,82075.28,993651.86,1414152.01,133066.81,655486.0,682973.64
2025,84472.02,1003931.79,1450837.24,136740.51,660224.22,697377.22
2026,87037.19,1015925.05,1490414.64,140602.35,665752.15,712762.14
2027,89449.58,1026204.98,1528031.78,144269.47,670490.38,727448.8
2028,91720.51,1034771.6,1563576.84,147766.06,674438.9,741403.23
2029,94545.36,1046764.85,1604608.03,152026.5,679966.82,757229.76
2030,96888.43,1053618.14,1638379.22,155711.13,683125.64,770542.53
2031,99660.12,1065611.4,1680342.33,159844.71,688653.57,786652.14
2032,,,1725495.81,,,803833.68
2033,,,1763111.78,,,817844.57
2034,,,1809358.71,,,835358.26
2035,,,1847898.34,,,850222.32
2036,,,1895226.29,,,868064.38
