year,Base case diesel consumed,Modeled non-residential ashp
2017,26366.9584482,14914.0596242
2018,26366.9584482,14914.0596242
2019,26366.9584482,14914.0596242
2020,26366.9584482,14914.0596242
2021,26366.9584482,14914.0596242
2022,26366.9584482,14914.0596242
2023,26366.9584482,14914.0596242
2024,25271.8648912,13818.9660671
2025,25271.8648912,13818.9660671
2026,25271.8648912,13818.9660671
2027,25271.8648912,13818.9660671
2028,25271.8648912,13818.9660671
2029,25271.8648912,13818.9660671
2030,26366.9584482,14914.0596242
2031,26366.9584482,14914.0596242
