year,population
2003,206.0
2004,193.0
2005,188.0
2006,179.0
2007,174.0
2008,175.0
2009,162.0
2010,164.0
2011,158.0
2012,157.0
2013,157.0
2014,155.0
2015,154.0
2016,154.0
2017,154.0
2018,153.0
2019,153.0
2020,153.0
2021,153.0
2022,152.0
2023,151.0
2024,151.0
2025,150.0
2026,150.0
2027,150.0
2028,149.0
2029,151.0
2030,151.0
2031,152.0
2032,151.0
2033,150.0
2034,149.0
2035,148.0
2036,148.0
2037,148.0
2038,149.0
2039,148.0
2040,148.0
