year,Base case diesel consumed,Modeled non-residential ashp
2017,294296.937099,200322.176477
2018,286624.428218,192649.667596
2019,278951.919337,184977.158715
2020,271279.410456,177304.649834
2021,260537.898022,166563.1374
2022,257468.894469,163494.133848
2023,251330.887365,157356.126743
2024,249796.385588,155821.624967
2025,242123.876707,148149.116086
2026,231382.364274,137407.603652
2027,220640.85184,126666.091218
2028,211433.841183,117459.080561
2029,202226.830525,108252.069904
2030,194554.321644,100579.561022
2031,183812.80921,89838.0485889
