year,Base case cost,Modeled non-residential energy efficiency
2017,2271533.93822,2235894.40017
2018,2450183.80045,2392528.73596
2019,2694338.61216,2606595.66153
2020,2813438.52031,2711018.55205
2021,2896808.45602,2784114.57542
2022,2962313.4055,2841547.16521
2023,3003998.37335,2878095.17689
2024,3039728.3458,2909422.04405
2025,3081413.31365,2945970.05573
2026,3135008.27232,2992960.35647
2027,3182648.23558,3034729.51267
2028,3218378.20802,3066056.37983
2029,3266018.17129,3107825.53604
2030,3295793.14832,3133931.25867
2031,3355343.1024,3186142.70393
