year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,58043.5688295,42952.2409338
2018,58043.5688295,42952.2409338
2019,58043.5688295,42952.2409338
2020,58043.5688295,42952.2409338
2021,58043.5688295,42952.2409338
2022,58043.5688295,42952.2409338
2023,58043.5688295,42952.2409338
2024,58043.5688295,42952.2409338
2025,58043.5688295,42952.2409338
2026,58043.5688295,42952.2409338
2027,58043.5688295,42952.2409338
2028,58043.5688295,42952.2409338
2029,58043.5688295,42952.2409338
2030,58043.5688295,42952.2409338
2031,58043.5688295,42952.2409338
