year,Base case cost,Modeled residential energy efficiency
2017,174296.322957,178553.012341
2018,183023.82422,186636.934839
2019,186185.184513,189036.445137
2020,191401.979388,193769.94736
2021,186106.886809,188083.910283
2022,188845.282613,190461.554916
2023,181687.784804,182998.183351
2024,182873.036816,183907.505559
2025,175489.540264,176228.28233
2026,177515.941849,177939.042864
2027,169858.86787,169995.919217
2028,170925.173175,170805.65418
2029,163243.466843,162834.721767
2030,164250.298795,163593.995794
2031,165861.229917,164924.502024
2032,158024.049854,156798.73844
2033,159539.823611,158042.480772
2034,151393.38211,149615.652496
2035,152458.844403,150441.898251
2036,154057.037843,151767.52194
