year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,28046.34,256869.09,68195.73,45856.0,279179.98,106100.59
2018,30053.02,275443.03,72516.39,47725.33,290775.6,110507.43
2019,32691.13,299821.33,74366.52,50188.5,305994.85,111818.67
2020,33933.38,311430.05,76934.97,51340.14,313242.12,114467.01
2021,34729.56,318975.71,74565.99,52071.62,317952.84,111540.9
2022,35395.07,325360.5,75906.06,52678.44,321938.83,112939.22
2023,35803.82,329423.55,72601.6,53042.17,324475.37,109086.19
2024,36088.23,332325.73,73177.73,53290.64,326287.19,109695.3
2025,36500.64,336388.78,69747.91,53660.8,328823.73,105741.63
2026,37041.67,341612.7,70725.57,54153.71,332085.0,106790.38
2027,37454.88,345675.75,67143.99,54525.88,334621.54,102714.88
2028,37741.02,348577.93,67654.14,54778.28,336433.36,103271.03
2029,38229.78,353221.42,64042.63,55229.22,339332.26,99200.84
2030,38526.17,356123.6,64519.8,55497.52,341144.08,99730.5
2031,39006.95,360767.08,65283.26,55936.89,344042.99,100577.97
2032,39540.43,365991.0,61569.24,56420.55,347304.25,96454.81
2033,40008.57,370634.49,62279.92,56841.85,350203.16,97259.9
2034,40540.19,375858.41,58394.36,57323.62,353464.43,92999.02
2035,40887.23,379341.02,58887.78,57634.22,355638.61,93571.07
2036,41426.57,384564.94,59627.91,58128.06,358899.87,94429.13
2037,41719.73,387467.12,55222.06,58393.1,360711.69,89633.29
2038,42262.03,392691.04,55902.81,58891.76,363972.96,90443.68
2039,42675.77,396754.09,56432.28,59268.12,366509.5,91073.98
2040,43274.51,402558.45,52200.08,59817.23,370133.13,86564.16
