year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,52525.47,6337.51,58043.57,13502.06
2018,52437.19,6333.01,58043.57,13502.06
2019,52348.91,6328.8,58043.57,12842.26
2020,52260.63,6324.42,58043.57,12842.26
2021,52172.35,6319.69,58043.57,12182.46
2022,52084.08,6314.4,58043.57,12182.46
2023,51995.8,6308.54,58043.57,11522.66
2024,51819.24,6303.12,58043.57,11522.66
2025,51730.96,6298.15,58043.57,10862.86
2026,51642.69,6293.77,58043.57,10862.86
2027,51554.41,6289.17,58043.57,10203.07
2028,51466.13,6284.46,58043.57,10203.07
2029,51466.13,6282.16,58043.57,9543.27
2030,51377.85,6279.27,58043.57,9543.27
2031,51289.57,6275.8,58043.57,9543.27
2032,51201.3,6270.83,58043.57,8883.47
2033,51113.02,6265.58,58043.57,8883.47
2034,51024.74,6260.59,58043.57,8223.67
2035,50936.46,6256.22,58043.57,8223.67
2036,50848.18,6252.64,58043.57,8223.67
2037,50848.18,6249.72,58043.57,7563.87
2038,50759.9,6246.74,58043.57,7563.87
2039,50671.63,6243.3,58043.57,7563.87
2040,50671.63,6239.61,58043.57,6904.07
