year,Base case cost,Modeled non-residential energy efficiency
2017,536049.07364,528810.290974
2018,566218.636528,554433.398397
2019,605816.187818,588578.246766
2020,624672.164623,604089.29328
2021,636928.549546,613694.482646
2022,647299.336789,621635.934611
2023,653898.928671,626215.696783
2024,658612.922872,629130.172812
2025,665212.514754,633772.953145
2026,673697.704316,640143.30804
2027,680297.296197,644846.187168
2028,685011.290399,647880.894615
2029,692553.681121,653489.672846
2030,697267.675322,656580.351664
2031,704810.066044,662243.78944
