year,annotation,Average Load
2003,,1281.0
2004,,1323.0
2005,,1343.0
2006,,1363.0
2007,,1388.0
2008,,1429.0
2009,,1423.0
2010,,1408.0
2011,,1458.0
2012,,1414.0
2013,,1422.0
2014,,1394.0
2015,,1391.0
2016,start of forecast,1400.0
2017,,1398.0
2018,,1396.0
2019,,1394.0
2020,,1392.0
2021,,1388.0
2022,,1385.0
2023,,1381.0
2024,,1377.0
2025,,1372.0
2026,,1368.0
2027,,1362.0
2028,,1357.0
2029,,1354.0
2030,,1351.0
2031,,1347.0
2032,,1341.0
2033,,1336.0
2034,,1331.0
2035,,1327.0
2036,,1324.0
2037,,1323.0
2038,,1321.0
2039,,1320.0
2040,,1318.0
