year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,18324.88,2950318.09,4689218.07,67597.55,1941854.09,1702616.7
2018,20437.57,3295250.19,5074507.61,67623.47,1943434.73,1700881.72
2019,23373.5,3773704.39,5616913.29,67672.78,1945627.23,1701238.38
2020,24776.59,4007368.06,5871729.03,67674.55,1946697.98,1699048.52
2021,25680.47,4163143.85,6030001.11,67653.61,1947411.82,1694980.64
2022,26373.23,4285539.11,6149218.12,67626.39,1947972.69,1690776.55
2023,26849.63,4374553.84,6229753.21,67588.07,1948380.6,1686437.36
2024,27182.27,4441314.9,6284528.0,67542.83,1948686.53,1682008.19
2025,27639.46,4530329.63,6356787.1,67494.77,1949094.44,1676100.33
2026,28154.98,4630471.21,6440599.59,67444.34,1949553.34,1670233.53
2027,28590.29,4719485.94,6511034.39,67386.22,1949961.24,1664320.26
2028,28884.35,4786246.99,6555930.01,67322.59,1950267.17,1658317.67
2029,29427.01,4886388.57,6644452.8,67297.78,1950726.07,1654008.98
2030,29687.82,4942022.78,6683251.65,67258.22,1950981.01,1649525.64
2031,30273.87,5053291.2,6782650.62,67223.3,1951490.89,1645256.01
2032,,,6861252.79,,,1639373.78
2033,,,6950952.27,,,1633531.26
2034,,,7039546.11,,,1627685.46
2035,,,7099268.09,,,1623277.78
2036,,,7194272.15,,,1618995.13
