year,Base case diesel consumed,Modeled diesel efficiency
2019,46418.1270292,42198.2972993
2020,46418.1270292,42198.2972993
2021,46418.1270292,42198.2972993
2022,46418.1270292,42198.2972993
2023,46418.1270292,42198.2972993
2024,46418.1270292,42198.2972993
2025,46418.1270292,42198.2972993
2026,46418.1270292,42198.2972993
2027,46418.1270292,42198.2972993
2028,46418.1270292,42198.2972993
2029,46418.1270292,42198.2972993
2030,46418.1270292,42198.2972993
2031,46418.1270292,42198.2972993
2032,46418.1270292,42198.2972993
2033,46418.1270292,42198.2972993
2034,46418.1270292,42198.2972993
2035,46418.1270292,42198.2972993
2036,46418.1270292,42198.2972993
2037,46418.1270292,42198.2972993
2038,46418.1270292,42198.2972993
