year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,0.0,12153.63,1810931.11,1950727.55
2018,0.0,12178.93,1810931.11,1953823.07
2019,0.0,12195.34,1810931.11,1956144.71
2020,0.0,12185.19,1810931.11,1954596.95
2021,0.0,12177.81,1810931.11,1953823.07
2022,0.0,12144.59,1810931.11,1949953.67
2023,0.0,12099.51,1810931.11,1944536.51
2024,0.0,12053.05,1810931.11,1939893.24
2025,0.0,11993.14,1810931.11,1932928.32
2026,0.0,11922.29,1810931.11,1924415.64
2027,0.0,11839.25,1810931.11,1915129.08
2028,0.0,11757.8,1810931.11,1905842.53
2029,0.0,11676.58,1810931.11,1896555.97
2030,0.0,11579.38,1810931.11,1885721.65
2031,0.0,11468.25,1810931.11,1872565.7
2032,0.0,11344.01,1810931.11,1858635.86
2033,0.0,11225.08,1810931.11,1844706.03
2034,0.0,11100.88,1810931.11,1830776.19
2035,0.0,10975.53,1810931.11,1816072.48
2036,0.0,10834.75,1810931.11,1799821.0
2037,0.0,10690.85,1810931.11,1783569.53
2038,0.0,10537.89,1810931.11,1766544.17
2039,0.0,10383.77,1810931.11,1748744.94
2040,0.0,10227.84,1810931.11,1730945.71
