year,Base case cost,Modeled non-residential energy efficiency
2017,12448352.1069,12333140.7477
2018,13036387.6604,12875289.0575
2019,13844936.5464,13638141.7404
2020,14230834.8784,13980938.8017
2021,14488100.433,14196564.7057
2022,14708613.7656,14376530.2914
2023,14837246.5429,14465892.9899
2024,14965879.3202,14556164.6999
2025,15094512.0976,14647324.117
2026,15259897.097,14775963.9215
2027,15406905.9853,14887143.5659
2028,15535538.7627,14980843.2089
2029,15700923.7621,15111963.7024
2030,15792804.3173,15170645.666
2031,15976565.4278,15321631.3076
