year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,32466.28,4839287.97,6406278.29,61799.7,7609064.14,6065972.26
2018,36431.12,5418785.93,7041667.5,61905.07,7617601.73,6079466.55
2019,41846.15,6215595.62,7910738.46,62023.86,7629340.93,6093859.17
2020,44370.2,6595891.15,8314944.61,62054.93,7634943.73,6094982.7
2021,46048.25,6849421.51,8585187.72,62074.75,7638678.93,6096287.86
2022,47379.98,7066733.24,8802179.85,62053.32,7641880.53,6090456.25
2023,48051.06,7193498.42,8913844.11,62004.07,7643748.12,6080200.38
2024,48710.26,7320263.6,9028351.63,61952.82,7645615.72,6071616.95
2025,49307.66,7447028.77,9131241.57,61882.31,7647483.32,6057992.85
2026,50089.4,7610012.57,9264224.7,61800.44,7649884.52,6041424.8
2027,50687.67,7754887.06,9372729.12,61698.91,7652018.92,6022955.52
2028,51161.99,7881652.24,9460689.27,61597.43,7653886.52,6004265.71
2029,51859.45,8044636.04,9585280.41,61500.51,7656287.72,5985983.24
2030,52006.73,8135182.6,9624809.36,61372.1,7657621.72,5963494.95
2031,52654.44,8316275.71,9744917.34,61234.36,7660289.72,5936989.06
2032,53104.98,8479259.51,9839703.07,61075.61,7662690.92,5908575.56
2033,53670.72,8660352.62,9950428.48,60926.46,7665358.92,5880347.76
2034,54186.97,8841445.73,10058367.94,60769.65,7668026.92,5852098.87
2035,54343.39,8968210.91,10104710.13,60604.74,7669894.52,5821537.72
2036,54838.17,9167413.33,10212266.49,60426.02,7672829.32,5788398.27
2037,54751.31,9276069.2,10227069.06,60232.21,7674430.12,5754231.54
2038,55127.09,9475271.62,10323764.76,60035.72,7677364.91,5719358.99
2039,55151.55,9620146.11,10359644.82,59831.18,7679499.31,5682180.09
2040,55448.42,9819348.53,10444605.37,59630.13,7682434.11,5645567.82
