year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,93934000.0,38973000.0,54961000.0
2004,,95769000.0,39761000.0,56008000.0
2005,,96179000.0,40027000.0,56152000.0
2006,,101224000.0,43274000.0,57950000.0
2007,,106862000.0,44738000.0,62124000.0
2008,,112906000.0,48589000.0,64317000.0
2009,,112697000.0,49265000.0,63432000.0
2010,,108615000.0,46120000.0,62495000.0
2011,,112282000.0,48297000.0,63985000.0
2012,,111401000.0,47899000.0,63502000.0
2013,,109565000.0,45559000.0,64006000.0
2014,,105997000.0,43985000.0,62012000.0
2015,start of forecast,106646461.0,43473127.0,63173333.0
2016,,106552375.0,43379041.0,63173333.0
2017,,106474907.0,43301573.0,63173333.0
2018,,106407097.0,43233763.0,63173333.0
2019,,106363125.0,43189791.0,63173333.0
2020,,106390334.0,43217001.0,63173333.0
2021,,106410099.0,43236766.0,63173333.0
2022,,106499143.0,43325809.0,63173333.0
2023,,106619975.0,43446641.0,63173333.0
2024,,106744504.0,43571171.0,63173333.0
2025,,106905083.0,43731750.0,63173333.0
2026,,107094970.0,43921636.0,63173333.0
2027,,107317535.0,44144202.0,63173333.0
2028,,107535853.0,44362520.0,63173333.0
2029,,107753557.0,44580224.0,63173333.0
2030,,108014075.0,44840742.0,63173333.0
2031,,108311931.0,45138597.0,63173333.0
2032,,108644925.0,45471592.0,63173333.0
2033,,108963703.0,45790370.0,63173333.0
2034,,109296596.0,46123263.0,63173333.0
2035,,109632563.0,46459230.0,63173333.0
2036,,110009891.0,46836558.0,63173333.0
2037,,110395575.0,47222242.0,63173333.0
2038,,110805567.0,47632234.0,63173333.0
2039,,111218648.0,48045315.0,63173333.0
2040,,111636584.0,48463250.0,63173333.0
