year,Base case cost,Modeled transmission and interties
2021,384957.516511,
2022,393619.060632,
2023,400265.536328,
2024,405435.017424,
2025,411342.99582,
2026,419466.466115,
2027,425374.444511,
2028,431282.422907,
2029,436858.167799,
2030,441278.317895,
2031,449381.926404,
2032,456748.84323,
2033,464852.451739,
2034,472956.060248,
2035,478112.902026,
2036,486216.510535,
2037,491373.352313,
2038,499476.960822,
2039,505370.494283,
2040,513685.359966,
