year,Base case cost,Modeled non-residential energy efficiency
2017,357874.621974,374550.046711
2018,382816.072791,396503.506466
2019,416710.864927,426750.888987
2020,432059.450046,439895.190395
2021,442931.364504,448929.343339
2022,451245.181443,455624.624387
2023,457000.900863,459980.480812
2024,461477.571522,463177.601091
2025,466593.766562,466987.300706
2026,473628.534741,472590.293269
2027,478744.72978,476442.390819
2028,483860.92482,480314.944948
2029,489616.644239,484798.090507
2030,493453.790518,487528.902392
2031,500488.558698,493231.83701
