year,Base case diesel consumed,Modeled non-residential ashp
2017,6229.43434041,-7312.81421216
2018,6229.43434041,-7312.81421216
2019,6229.43434041,-7312.81421216
2020,6229.43434041,-7312.81421216
2021,6229.43434041,-7312.81421216
2022,6229.43434041,-7312.81421216
2023,6229.43434041,-7312.81421216
2024,6229.43434041,-7312.81421216
2025,6229.43434041,-7312.81421216
2026,6229.43434041,-7312.81421216
2027,6229.43434041,-7312.81421216
2028,6229.43434041,-7312.81421216
2029,6229.43434041,-7312.81421216
2030,6229.43434041,-7312.81421216
2031,6229.43434041,-7312.81421216
