year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,37015.15,0.0,45140.83,10881.73
2018,37015.15,0.0,45140.83,10881.73
2019,37015.15,0.0,45140.83,10881.73
2020,37015.15,0.0,45140.83,10881.73
2021,37015.15,0.0,45140.83,10881.73
2022,36924.86,0.0,45140.83,10881.73
2023,36924.86,0.0,45140.83,9859.19
2024,36924.86,0.0,45140.83,9859.19
2025,36924.86,0.0,45140.83,9859.19
2026,36924.86,0.0,45140.83,9859.19
2027,36924.86,0.0,45140.83,9859.19
2028,36924.86,0.0,45140.83,9859.19
2029,36834.58,0.0,45140.83,9859.19
2030,36834.58,0.0,45140.83,9859.19
2031,36834.58,0.0,45140.83,9859.19
