year,Base case cost,Modeled residential energy efficiency
2017,213856.302657,205216.54229
2018,225916.692649,216201.06572
2019,242306.453407,231217.523892
2020,249728.231864,237898.700566
2021,254985.324938,242571.818932
2022,259005.454935,246099.577528
2023,247340.074641,234033.310388
2024,249395.263963,235735.713313
2025,251744.051759,237714.799754
2026,254973.634979,240514.387954
2027,257322.422776,242502.583369
2028,259671.210572,244495.173773
2029,262313.596843,246764.020602
2030,264075.18769,248221.165557
2031,267304.77091,251042.225783
