year,Base case cost,Modeled non-residential energy efficiency
2017,1014550.27111,1200711.17378
2018,1079547.96791,1256210.21511
2019,1168919.80102,1334834.63392
2020,1209543.36152,1367613.32686
2021,1240011.0319,1390942.91194
2022,1260322.81215,1404820.34769
2023,1276572.23635,1414989.99011
2024,1288759.3045,1421448.93865
2025,1302977.55067,1429941.68688
2026,1321258.1529,1442381.24399
2027,1335476.39908,1451101.80709
2028,1347663.46723,1458016.51351
2029,1365944.06945,1470785.88856
2030,1376099.95958,1475996.98872
2031,1394380.5618,1488973.56018
