year,Base case cost,Modeled residential energy efficiency
2017,971693.125258,878886.819395
2018,1056328.56173,944342.149734
2019,1151693.27711,1014930.00445
2020,1219419.50535,1069352.29017
2021,1271464.62513,1110554.08203
2022,1306756.82337,1137461.46876
2023,1346612.00697,1169965.65224
2024,1374846.65769,1191881.1133
2025,1405411.37443,1215733.84068
2026,1448763.7094,1251505.25965
2027,1488527.72545,1284714.4443
2028,1526640.49044,1316822.42395
2029,1563163.42395,1345991.96618
2030,1599958.39085,1377402.73119
2031,1637350.68387,1407584.56727
2032,1684025.63944,1447118.0305
2033,1722382.56425,1478400.81118
2034,1772566.58023,1521102.23409
2035,1814001.96582,1557016.12963
2036,1865472.15752,1601130.67947
