year,Base case cost,Modeled diesel efficiency
2019,416816.396467,633779.464062
2020,447511.099855,655710.564854
2021,472723.532622,672797.779553
2022,490713.947478,683456.238548
2023,505851.627684,691654.813286
2024,518632.570307,697841.281
2025,532860.171045,705470.218347
2026,550195.268563,716048.494456
2027,568027.86617,727200.47079
2028,582187.830944,735132.271448
2029,599587.558383,746125.113139
2030,612415.094671,753074.505532
2031,630900.003573,765277.401503
2032,649978.605936,778127.868054
2033,670028.160134,791966.33956
2034,691059.187318,806799.912301
2035,706988.2083,817095.739974
2036,729293.797645,833286.536266
2037,747934.269265,846241.196716
2038,768966.79947,861464.000171
