year,annotation,diesel generation efficiency
2002,,13.53
2003,,13.57
2004,,14.22
2005,,13.69
2006,,13.54
2007,,12.34
2008,,11.63
2009,,11.53
2010,,13.31
2011,,13.78
2012,,13.91
2013,,13.24
2014,,12.93
2015,,13.74
2016,start of forecast,13.31
2017,,13.31
2018,,13.31
2019,,13.31
2020,,13.31
2021,,13.31
2022,,13.31
2023,,13.31
2024,,13.31
2025,,13.31
2026,,13.31
2027,,13.31
2028,,13.31
2029,,13.31
2030,,13.31
2031,,13.31
2032,,13.31
2033,,13.31
2034,,13.31
2035,,13.31
2036,,13.31
2037,,13.31
2038,,13.31
2039,,13.31
2040,,13.31
