year,population
2003,46.0
2004,38.0
2005,32.0
2006,30.0
2007,30.0
2008,18.0
2009,24.0
2010,29.0
2011,27.0
2012,28.0
2013,28.0
2014,29.0
2015,29.0
2016,30.0
2017,30.0
2018,31.0
2019,31.0
2020,32.0
2021,32.0
2022,32.0
2023,32.0
2024,32.0
2025,33.0
2026,33.0
2027,33.0
2028,33.0
2029,34.0
2030,34.0
2031,34.0
2032,34.0
2033,34.0
2034,34.0
2035,34.0
2036,35.0
2037,35.0
2038,35.0
2039,35.0
2040,36.0
