year,Base case cost,Modeled non-residential energy efficiency
2017,146059.911374,152009.885264
2018,154265.959104,159312.243852
2019,165440.151758,169412.089258
2020,170678.054565,173945.256142
2021,174169.989769,176847.499891
2022,176614.344412,178774.603532
2023,178534.908775,180218.356208
2024,179931.682856,181178.555249
2025,181677.650459,182474.997164
2026,183772.811581,184107.488718
2027,185518.779184,185419.845683
2028,187090.150025,186575.882626
2029,189010.714388,188067.416236
2030,190232.891709,188910.277475
2031,192328.052832,190580.284602
