year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,8108.22721706,5270.34769109
2018,8105.59447379,5268.63640796
2019,8102.47357632,5266.60782461
2020,8100.34456877,5265.2239697
2021,8098.06420744,5263.74173484
2022,8096.53195859,5262.74577308
2023,8095.29709026,5261.94310867
2024,8094.20471954,5261.2330677
2025,8093.10102893,5260.5156688
2026,8091.98581864,5259.79078212
2027,8089.06714792,5257.89364615
2028,8088.32782503,5257.41308627
2029,8087.00259723,5256.5516882
2030,8085.9977893,5255.89856305
2031,8084.98738801,5255.24180221
