year,Base case diesel consumed,Modeled residential ashp
2017,556.731586568,-2926.57627684
2018,556.731586568,-2926.57627684
2019,556.731586568,-2926.57627684
2020,556.731586568,-2926.57627684
2021,556.731586568,-2926.57627684
2022,556.731586568,-2926.57627684
2023,556.731586568,-2926.57627684
2024,556.731586568,-2926.57627684
2025,556.731586568,-2926.57627684
2026,556.731586568,-2926.57627684
2027,729.50817379,-2753.79968962
2028,729.50817379,-2753.79968962
2029,729.50817379,-2753.79968962
2030,729.50817379,-2753.79968962
2031,729.50817379,-2753.79968962
