year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,62029.17,102386.31,28969.81,22999.12,43673.6,82709.48
2018,65818.66,108676.59,30606.97,24032.53,45589.37,86337.59
2019,70978.9,117242.07,32836.28,25438.48,48198.08,91277.99
2020,73390.35,121257.14,33881.27,26105.39,49420.91,93593.8
2021,74989.31,123933.86,34577.94,26559.43,50236.13,95137.67
2022,76108.63,125807.55,35065.6,26877.05,50806.79,96218.39
2023,76987.51,127279.75,35448.76,27127.18,51255.16,97067.52
2024,77624.65,128350.43,35727.43,27311.28,51581.25,97685.07
2025,78423.38,129688.79,36075.76,27538.84,51988.86,98457.01
2026,79383.61,131294.82,36493.76,27809.9,52477.99,99383.33
2027,80163.89,132633.17,48275.69,28057.47,52885.61,108501.54
2028,80884.51,133837.69,48686.48,28260.14,53252.46,109254.18
2029,81760.83,135309.89,49188.56,28512.64,53700.83,110174.07
2030,82316.69,136246.74,49508.06,28675.22,53986.16,110759.46
2031,83276.6,137852.76,50055.78,28946.28,54475.29,111762.98
