year,Base case diesel consumed,Modeled residential energy efficiency
2017,3483.30786689,2846.58314516
2018,3483.30786689,2846.58314516
2019,3483.30786689,2846.58314516
2020,3483.30786689,2846.58314516
2021,3483.30786689,2846.58314516
2022,3483.30786689,2846.58314516
2023,3483.30786689,2846.58314516
2024,3483.30786689,2846.58314516
2025,3483.30786689,2846.58314516
2026,3483.30786689,2846.58314516
2027,4564.32080024,3927.5960785
2028,4564.32080024,3927.5960785
2029,4564.32080024,3927.5960785
2030,4564.32080024,3927.5960785
2031,4564.32080024,3927.5960785
