year,Base case cost,Modeled diesel efficiency
2019,212683.485013,386312.029042
2020,225460.902844,397927.863434
2021,234153.371388,405830.107564
2022,240672.722795,411756.790662
2023,245018.957067,415707.912727
2024,248821.912055,419165.144534
2025,253711.425611,423610.156857
2026,259144.21845,428549.059439
2027,263490.452722,432500.181504
2028,267647.339331,436279.16933
2029,272543.327246,440730.067435
2030,275807.319189,443697.332837
2031,281247.305761,448642.775175
2032,287231.290989,454082.761747
2033,293058.300351,459380.042984
2034,299050.198685,464827.223288
2035,302863.224898,468293.610755
2036,308855.123232,473740.791058
2037,312668.149445,477207.178525
2038,318660.047779,482654.358828
