year,Base case cost,Modeled water and wastewater efficiency
2017,108198.745963,87133.8498454
2018,114604.055387,91609.406617
2019,123501.480119,97826.2873642
2020,127600.777254,100690.731119
2021,130456.649394,102686.408299
2022,132598.534791,104183.149985
2023,134027.556548,105181.769398
2024,135279.108003,106056.395992
2025,136890.363935,107182.443426
2026,138679.022494,108432.431514
2027,140124.45107,109442.885134
2028,141394.124045,110330.581198
2029,143011.542559,111461.064791
2030,144098.753349,112221.162293
2031,145896.693156,113477.831872
