year,Base case cost,Modeled non-residential energy efficiency
2017,555550.876803,559032.187318
2018,590725.673894,590962.749967
2019,639579.558743,635310.753646
2020,662052.345774,655710.835338
2021,677685.588926,669902.196515
2022,689410.521289,680545.717398
2023,697227.142865,687641.397986
2024,704066.686744,693850.118501
2025,712860.386017,701832.759163
2026,722631.162987,710702.359899
2027,730447.784563,717798.040488
2028,737287.328442,724006.761003
2029,746081.027714,731989.401665
2030,751943.493896,737311.162106
2031,761714.270866,746180.762842
