year,Base case diesel consumed,Modeled non-residential ashp
2017,34551.2041628,15637.060551
2018,34551.2041628,15637.060551
2019,34551.2041628,15637.060551
2020,34551.2041628,15637.060551
2021,35594.9242106,16680.7805988
2022,35594.9242106,16680.7805988
2023,35594.9242106,16680.7805988
2024,35594.9242106,16680.7805988
2025,35594.9242106,16680.7805988
2026,35594.9242106,16680.7805988
2027,35594.9242106,16680.7805988
2028,36638.6442584,17724.5006466
2029,36638.6442584,17724.5006466
2030,36638.6442584,17724.5006466
2031,36638.6442584,17724.5006466
