year,annotation,Electricity price ($/kwh)
2002,,0.5
2003,,0.5
2004,,0.5
2005,,0.5
2006,,0.5
2007,,0.5
2008,,0.5
2009,,0.5
2010,,0.5
2011,,0.5
2012,,0.5
2013,,0.5
2014,,0.9
2015,,0.51
2016,start of forecast,0.38
2017,,0.43
2018,,0.47
2019,,0.51
2020,,0.54
2021,,0.55
2022,,0.56
2023,,0.57
2024,,0.58
2025,,0.58
2026,,0.59
2027,,0.6
2028,,0.61
2029,,0.62
2030,,0.62
2031,,0.63
2032,,0.64
2033,,0.65
2034,,0.66
2035,,0.67
2036,,0.68
2037,,0.68
2038,,0.69
2039,,0.7
2040,,0.71
