year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,9072.64,475622.0,475622.0
2004,,9072.64,478620.0,478620.0
2005,,9072.64,412500.0,412500.0
2006,,9072.64,441932.0,441932.0
2007,,9072.64,0.0,0.0
2008,,9072.64,232920.0,232920.0
2009,,9072.64,619939.0,619939.0
2010,,9072.64,685566.0,685566.0
2011,,9072.64,670355.0,670355.0
2012,,9072.64,679754.0,679754.0
2013,,9072.64,707310.0,707310.0
2014,,9072.64,681370.0,681370.0
2015,,9072.64,747389.0,747389.0
2016,start of forecast,9072.64,699000.0,699000.0
2017,,9072.64,701000.0,701000.0
2018,,9072.64,704000.0,704000.0
2019,,9072.64,709000.0,709000.0
2020,,9072.64,711000.0,711000.0
2021,,9072.64,713000.0,713000.0
2022,,9072.64,717000.0,717000.0
2023,,9072.64,719000.0,719000.0
2024,,9072.64,722000.0,722000.0
2025,,9072.64,723000.0,723000.0
2026,,9072.64,725000.0,725000.0
2027,,9072.64,727000.0,727000.0
2028,,9072.64,730000.0,730000.0
2029,,9072.64,732000.0,732000.0
2030,,9072.64,734000.0,734000.0
2031,,9072.64,736000.0,736000.0
2032,,9072.64,734000.0,734000.0
2033,,9072.64,735000.0,735000.0
2034,,9072.64,732000.0,732000.0
2035,,9072.64,733000.0,733000.0
2036,,9072.64,735000.0,735000.0
2037,,9072.64,735000.0,735000.0
2038,,9072.64,742000.0,742000.0
2039,,9072.64,746000.0,746000.0
2040,,9072.64,748000.0,748000.0
