year,Base case cost,Modeled residential energy efficiency
2017,469237.128375,459461.508128
2018,503243.787608,487263.087692
2019,559460.743891,535634.31482
2020,581112.084805,552940.017809
2021,606810.223488,575280.87098
2022,618275.453788,583898.141975
2023,625330.980127,588733.877883
2024,643822.460843,605035.175081
2025,651005.084427,610056.528144
2026,660881.191856,617440.889559
2027,668961.643389,623296.309228
2028,687238.443854,639614.145718
2029,696375.594893,646459.918156
2030,701857.885515,650154.791203
2031,710995.036554,657051.321572
2032,721045.902696,664766.487036
2033,731096.768838,672505.568768
2034,741147.63498,680268.006232
2035,747543.640707,684876.672736
2036,758508.221953,693478.337129
