year,Base case cost,Modeled non-residential energy efficiency
2017,511422.052926,513375.60998
2018,551297.358123,548736.940997
2019,605129.02014,596861.809024
2020,630051.085888,618621.967175
2021,646998.090597,633125.72519
2022,659957.564786,644012.324023
2023,667932.625826,650371.287423
2024,675907.686865,656751.827491
2025,683882.747905,663153.438524
2026,694848.456834,672305.464632
2027,703820.400504,679657.693607
2028,710798.578913,685209.654471
2029,720767.405213,693510.617227
2030,726748.700992,698190.51081
2031,736717.527291,706528.464491
