year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,62047.01,7214.67,66251.09,54214.42
2018,62312.54,7217.27,66251.09,54214.42
2019,62755.1,7224.12,66251.09,55272.07
2020,62932.13,7226.17,66251.09,55272.07
2021,63109.15,7228.97,66251.09,56329.71
2022,63463.2,7233.58,66251.09,56329.71
2023,63640.23,7236.38,66251.09,56329.71
2024,63905.76,7239.34,66251.09,57387.35
2025,63994.27,7241.47,66251.09,57387.35
2026,64171.3,7243.64,66251.09,57387.35
2027,64348.32,7245.4,66251.09,57387.35
2028,64613.86,7249.82,66251.09,58445.0
2029,64790.88,7252.49,66251.09,58445.0
2030,64967.91,7254.87,66251.09,58445.0
2031,65144.93,7256.53,66251.09,58445.0
2032,64967.91,,,58445.0
2033,65056.42,,,58445.0
2034,64790.88,,,58445.0
2035,64879.4,,,58445.0
2036,65056.42,,,58445.0
