year,Base case diesel consumed,Modeled diesel efficiency
2019,62755.1040703,57050.0946093
2020,62932.1283413,57211.0257648
2021,63109.1526123,57371.9569202
2022,63463.2011543,57693.8192311
2023,63640.2254253,57854.7503866
2024,63905.7618318,58096.1471198
2025,63994.2739673,58176.6126975
2026,64171.2982383,58337.543853
2027,64348.3225093,58498.4750084
2028,64613.8589158,58739.8717416
2029,64790.8831868,58900.8028971
2030,64967.9074578,59061.7340525
2031,65144.9317288,59222.665208
2032,64967.9074578,59061.7340525
2033,65056.4195933,59142.1996303
2034,64790.8831868,58900.8028971
2035,64879.3953223,58981.2684748
2036,65056.4195933,59142.1996303
2037,65056.4195933,59142.1996303
2038,65676.0045418,59705.4586744
