year,Base case cost,Modeled non-residential energy efficiency
2017,247933.865768,271373.389558
2018,266676.503528,288063.171
2019,293000.779097,311979.136534
2020,305407.095511,322729.011363
2021,314367.212922,330230.015789
2022,320703.534267,335234.740338
2023,325528.212873,338854.784067
2024,329107.575015,341286.687141
2025,333932.253621,344951.309054
2026,339446.172028,349292.056937
2027,344270.850633,352999.191922
2028,347850.212776,355516.14505
2029,353230.968044,359819.900315
2030,356121.090385,361721.829439
2031,362324.248593,366817.408223
