year,Base case cost,Modeled residential energy efficiency
2017,242781.513948,228308.153327
2018,256676.520782,239513.368141
2019,265446.04808,244683.546477
2020,274336.973048,251657.183375
2021,280758.196637,256588.824291
2022,273589.666606,248274.582243
2023,276902.421291,250618.057899
2024,279268.674638,252191.24919
2025,270574.33428,242545.419855
2026,274194.822781,245139.394687
2027,277362.750219,247372.799064
2028,267204.668355,236455.596522
2029,270659.640002,238908.616828
2030,272387.125826,239976.39095
2031,263418.600011,229937.735969
2032,266708.054804,232248.114875
2033,270408.691447,234893.337938
2034,274109.328089,237545.661145
2035,262668.490609,225397.876911
2036,266182.920791,227877.698616
