year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,,160292.46,141465.4,,87641.41,101316.11
2018,,175306.53,151165.77,,91369.98,105510.75
2019,,196437.44,157625.75,,96563.34,107820.3
2020,,206446.82,163810.45,,98960.28,110526.52
2021,,213675.82,168277.19,,100691.4,112481.01
2022,,218680.51,163550.02,,102023.03,110039.65
2023,,222573.04,165845.44,,102955.17,111056.99
2024,,225353.43,167485.02,,103754.15,111783.65
2025,,229245.96,161663.03,,104686.29,108911.3
2026,,233694.58,164160.94,,105751.6,110033.88
2027,,237587.11,166346.61,,106683.74,111016.14
2028,,240367.5,159476.84,,107482.72,107727.83
2029,,244816.11,161849.32,,108414.86,108810.32
2030,,247040.42,163035.57,,109080.67,109351.56
2031,,252045.11,156944.4,,110279.14,106474.2
2032,,,159191.46,,,107516.59
2033,,,161719.41,,,108689.29
2034,,,164247.35,,,109861.98
2035,,,156405.53,,,106262.96
2036,,,158792.37,,,107390.55
