year,Base case diesel consumed,Modeled diesel efficiency
2019,31540.2559731,28672.9599755
2020,31540.2559731,28672.9599755
2021,31641.3465371,28764.8604883
2022,31641.3465371,28764.8604883
2023,31641.3465371,28764.8604883
2024,31641.3465371,28764.8604883
2025,31641.3465371,28764.8604883
2026,31742.4371011,28856.761001
2027,31742.4371011,28856.761001
2028,31742.4371011,28856.761001
2029,31843.5276651,28948.6615138
2030,31843.5276651,28948.6615138
2031,31843.5276651,28948.6615138
2032,31843.5276651,28948.6615138
2033,31944.6182292,29040.5620265
2034,31944.6182292,29040.5620265
2035,31944.6182292,29040.5620265
2036,31944.6182292,29040.5620265
2037,32045.7087932,29132.4625393
2038,32045.7087932,29132.4625393
