year,Base case cost,Modeled biomass for heat (cordwood)
2017,304071.744215,312846.251593
2018,326882.27263,332416.495946
2019,357052.261046,358421.965323
2020,371758.508669,370929.806363
2021,382052.687085,379592.854862
2022,389407.596293,385697.241178
2023,400033.035123,395359.342002
2024,404504.934331,398968.426935
2025,409717.422746,403231.967748
2026,415675.801162,408155.098596
2027,420882.068786,412426.142373
2028,425347.507201,416056.221751
2029,431299.124825,420992.460313
2030,440976.982863,429940.98377
2031,447771.751278,435639.611598
2032,453803.908902,440674.89415
2033,460597.887317,446384.635442
2034,467391.505733,452099.760051
2035,471916.224149,455831.323002
2036,479465.342564,462219.790362
