year,Base case cost,Modeled non-residential energy efficiency
2017,250072.765194,260558.21196
2018,266371.829453,274634.643628
2019,287928.656376,293552.522816
2020,298444.181705,302366.017584
2021,305805.049434,308306.285013
2022,311062.812099,312337.086329
2023,314743.245964,314940.085209
2024,317897.903562,317079.063965
2025,321578.337427,319717.815092
2026,325784.547558,322855.924583
2027,329464.981423,325528.771704
2028,332619.639022,327735.961642
2029,336825.849153,330923.433454
2030,339454.730485,332680.269551
2031,344186.716883,336380.859709
