year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,31540.26,1799.8,35782.22,36029.21
2018,31540.26,1797.57,35782.22,36029.21
2019,31540.26,1795.5,35782.22,36029.21
2020,31540.26,1793.38,35782.22,36029.21
2021,31641.35,1791.2,35782.22,36029.21
2022,31641.35,1789.5,35782.22,36029.21
2023,31641.35,1787.83,35782.22,37051.76
2024,31641.35,1786.54,35782.22,37051.76
2025,31641.35,1784.82,35782.22,37051.76
2026,31742.44,1782.53,35782.22,37051.76
2027,31742.44,1780.17,35782.22,37051.76
2028,31742.44,1777.61,35782.22,37051.76
2029,31843.53,1775.2,35782.22,37051.76
2030,31843.53,1772.67,35782.22,38074.3
2031,31843.53,1770.68,35782.22,38074.3
2032,31843.53,1768.46,35782.22,38074.3
2033,31944.62,1765.63,35782.22,38074.3
2034,31944.62,1763.56,35782.22,38074.3
2035,31944.62,1761.62,35782.22,38074.3
2036,31944.62,1760.16,35782.22,38074.3
2037,32045.71,1758.57,35782.22,38074.3
2038,32045.71,1757.26,35782.22,39096.85
2039,32045.71,1755.32,35782.22,39096.85
2040,32045.71,1753.97,35782.22,39096.85
