year,Base case cost,Modeled solar power
2020,110390.895906,
2021,115174.501395,
2022,118338.636049,
2023,120553.530306,
2024,122452.011099,
2025,124666.905356,
2026,127604.597147,
2027,129826.567744,
2028,131731.11397,
2029,134698.122024,
2030,136290.298407,
2031,139156.215897,
2032,141703.69811,
2033,145028.56676,
2034,147903.582401,
2035,149820.259495,
2036,153014.721318,
2037,155101.230559,
2038,158305.801438,
2039,160549.001054,
