year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,35782.2217046,26478.8440614
2018,35782.2217046,26478.8440614
2019,35782.2217046,26478.8440614
2020,35782.2217046,26478.8440614
2021,35782.2217046,26478.8440614
2022,35782.2217046,26478.8440614
2023,35782.2217046,26478.8440614
2024,35782.2217046,26478.8440614
2025,35782.2217046,26478.8440614
2026,35782.2217046,26478.8440614
2027,35782.2217046,26478.8440614
2028,35782.2217046,26478.8440614
2029,35782.2217046,26478.8440614
2030,35782.2217046,26478.8440614
2031,35782.2217046,26478.8440614
