year,Base case cost,Modeled residential energy efficiency
2017,393111.231297,367338.082725
2018,412365.51072,382766.069252
2019,437830.848022,403467.102387
2020,450252.963779,413156.478943
2021,458948.444809,419713.207098
2022,465159.502687,424187.433956
2023,481854.005353,439450.781451
2024,485678.385346,441957.638432
2025,490140.162005,445023.49058
2026,495239.33533,448647.929929
2027,499701.111989,451747.380648
2028,503525.491982,454321.453683
2029,508624.665307,457994.53521
2030,524924.082038,473170.744048
2031,530807.269927,477562.589913
2032,536036.770274,481411.300027
2033,541919.958163,485832.288011
2034,547803.146053,490267.336816
2035,551725.271312,493042.478122
2036,558262.146745,498062.547224
